"type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol"
"red",7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10
"red",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
"red",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
"red",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
"red",11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11
"red",6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4
"red",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
"red",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
"red",6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8
"red",9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10
"red",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
"red",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
"red",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10
"red",6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1
"red",6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1
"red",7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5
"red",9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9
"red",8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1
"red",8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8
"red",7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5
"red",7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8
"red",6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4
"red",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2
"red",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2
"red",7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3
"red",6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8
"red",7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9
"red",8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10
"red",6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6
"red",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
"red",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
"red",7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5
"red",8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2
"red",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
"red",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
"red",6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3
"red",6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7
"red",8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11
"red",7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8
"red",8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2
"red",6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2
"red",8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55
"red",7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9
"red",7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9
"red",7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9
"red",9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1
"red",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6
"red",6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4
"red",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6
"red",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8
"red",7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9
"red",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8
"red",7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4
"red",6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,NA,11
"red",7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2
"red",7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11
"red",7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3
"red",7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4
"red",10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5
"red",6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1
"red",7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3
"red",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
"red",6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7
"red",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
"red",6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7
"red",6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7
"red",7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
"red",7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
"red",8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5
"red",6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10
"red",6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7
"red",6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7
"red",6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11
"red",7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7
"red",10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7
"red",6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6
"red",6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11
"red",9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8
"red",9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8
"red",7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2
"red",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
"red",5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1
"red",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
"red",7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3
"red",8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7
"red",6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9
"red",7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7
"red",6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3
"red",6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6
"red",5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
"red",5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
"red",6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95
"red",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
"red",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
"red",7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6
"red",7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4
"red",7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8
"red",6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95
"red",7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1
"red",7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8
"red",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
"red",7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5
"red",6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2
"red",6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05
"red",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
"red",6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4
"red",6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7
"red",NA,0.705,0.1,2.8,0.081,13,28,0.99631,NA,0.66,10.2
"red",8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9
"red",6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12
"red",7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9
"red",7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2
"red",6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1
"red",11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4
"red",7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5
"red",7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4
"red",7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4
"red",6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9
"red",6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5
"red",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
"red",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
"red",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
"red",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"red",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"red",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"red",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"red",7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2
"red",7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5
"red",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
"red",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
"red",6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9
"red",6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8
"red",6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2
"red",6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5
"red",5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2
